subscription_id,user_id,plan_id,start_date,end_date,is_active
87,833,14,2022-02-05,2022-08-04,False
88,2288,8,2022-10-01,2022-11-30,False
89,245,15,2023-12-17,2024-06-14,False
90,571,5,2024-07-31,2024-10-29,False
91,2259,15,2024-05-12,2024-09-09,False
92,864,14,2023-04-05,2023-05-05,False
93,565,2,2022-10-21,2023-05-19,False
94,108,12,2024-05-19,2024-11-15,False
95,222,12,2022-08-06,2023-07-02,False
96,2383,2,2024-09-03,2025-06-30,False
97,648,1,2022-10-28,2023-04-26,False
98,579,2,2023-05-17,2023-07-16,False
99,52,10,2024-05-02,2024-07-31,False
100,748,8,2022-10-14,2023-10-09,False
101,2161,12,2023-09-06,2024-05-03,False
102,1686,12,2023-11-22,2024-07-19,False
103,2642,12,2022-01-28,2022-06-27,False
104,456,3,2022-05-03,2023-03-29,False
105,132,10,2022-12-22,2023-09-18,False
106,657,1,2024-03-22,2024-10-18,False
107,2785,15,2024-07-19,2025-04-15,False
108,2914,14,2023-06-13,2024-04-08,False
109,2056,5,2023-04-11,2023-11-07,False
110,643,5,2022-07-08,2023-04-04,False
111,1547,3,2023-03-10,2023-10-06,False
112,2536,1,2023-03-25,2023-10-21,False
113,753,14,2025-02-19,2025-12-16,True
114,317,14,2024-08-17,2025-04-14,False
115,1283,11,2025-08-07,2026-03-05,True
116,1559,3,2022-04-22,2022-10-19,False
117,2649,7,2023-02-03,2023-07-03,False
118,445,2,2022-06-09,2022-12-06,False
119,2471,13,2023-11-19,2023-12-19,False
120,982,5,2022-11-30,2023-08-27,False
121,437,2,2023-03-10,2024-01-04,False
122,45,13,2023-09-26,2024-01-24,False
123,2260,4,2025-07-31,2025-08-30,False
124,985,5,2022-06-24,2023-04-20,False
125,2314,1,2025-02-28,2025-10-26,True
126,188,1,2023-10-07,2023-12-06,False
127,1265,1,2024-01-01,2024-05-30,False
128,1631,9,2023-02-04,2023-08-03,False
129,1601,12,2023-12-30,2024-03-29,False
130,2879,11,2022-07-19,2023-01-15,False
131,1669,15,2024-10-28,2024-12-27,False
132,2057,13,2022-11-04,2022-12-04,False
133,2406,13,2024-02-22,2024-10-19,False
134,2402,14,2022-03-18,2022-08-15,False
135,661,3,2024-08-06,2024-10-05,False
136,2564,2,2023-04-20,2023-08-18,False
137,2792,11,2022-10-16,2023-10-11,False
138,660,9,2024-11-23,2025-11-18,True
139,2494,11,2024-12-07,2025-06-05,False
140,1833,13,2022-09-26,2023-03-25,False
141,1192,6,2025-06-30,2026-01-26,True
142,164,15,2024-03-04,2024-07-02,False
143,856,10,2025-05-27,2025-07-26,False
144,625,10,2025-07-09,2026-03-06,True
145,399,13,2022-01-31,2022-05-01,False
146,1268,9,2022-06-28,2023-02-23,False
147,386,8,2023-10-05,2024-01-03,False
148,1211,3,2022-05-20,2022-10-17,False
149,2362,6,2023-12-25,2024-02-23,False
150,292,3,2024-08-01,2024-12-29,False
151,1939,5,2024-06-24,2025-05-20,False
152,576,2,2025-03-10,2025-11-05,True
153,163,6,2023-08-11,2024-03-08,False
154,1676,14,2025-06-23,2026-05-19,True
155,529,8,2024-01-22,2024-10-18,False
156,2559,6,2024-02-05,2024-04-05,False
157,2795,7,2024-11-02,2025-06-30,False
158,1077,15,2022-03-29,2023-01-23,False
159,2638,1,2023-05-17,2024-05-11,False
160,2298,1,2022-11-13,2023-01-12,False
161,1191,7,2022-11-21,2023-09-17,False
162,1636,14,2022-05-30,2022-09-27,False
163,1591,14,2024-08-04,2025-06-30,False
164,383,6,2024-08-12,2025-04-09,False
165,2632,9,2024-08-10,2024-10-09,False
166,352,3,2022-08-10,2023-03-08,False
167,1775,4,2024-04-02,2024-09-29,False
168,265,6,2023-12-03,2024-09-28,False
169,1992,4,2024-09-02,2024-11-01,False
170,1141,8,2022-03-20,2022-12-15,False
171,638,8,2022-10-26,2023-09-21,False
172,875,6,2025-03-09,2025-04-08,False
173,2463,13,2024-02-18,2024-03-19,False
174,1481,13,2024-05-30,2025-01-25,False
175,875,1,2023-03-10,2023-04-09,False
176,2801,7,2023-07-07,2023-12-04,False
177,2604,3,2022-06-21,2022-09-19,False
178,284,5,2024-04-09,2024-06-08,False
179,1222,14,2024-07-13,2025-02-08,False
180,2150,4,2023-06-16,2023-09-14,False
181,221,2,2024-05-27,2024-11-23,False
182,1217,3,2023-02-11,2023-08-10,False
183,1717,8,2024-08-31,2025-05-28,False
184,2822,13,2022-11-26,2023-11-21,False
185,1790,6,2025-03-14,2025-10-10,True
186,41,9,2025-05-07,2025-09-04,True
187,319,12,2025-03-30,2026-01-24,True
188,593,6,2023-10-11,2023-11-10,False
189,617,15,2024-07-28,2024-10-26,False
190,2046,14,2023-10-11,2023-12-10,False
191,2761,7,2023-06-23,2024-03-19,False
192,2959,1,2024-07-11,2024-10-09,False
193,2599,8,2025-08-01,2026-05-28,True
194,400,1,2023-03-24,2024-03-18,False
195,769,7,2025-01-23,2025-04-23,False
196,2462,7,2023-03-19,2023-09-15,False
197,860,4,2025-03-27,2025-04-26,False
198,1517,14,2024-01-16,2024-02-15,False
199,1237,15,2023-09-21,2024-06-17,False
200,511,12,2024-10-19,2025-09-14,True
201,1868,7,2024-04-20,2024-10-17,False
202,1443,14,2025-01-15,2025-08-13,False
203,2143,13,2023-11-19,2024-01-18,False
204,721,8,2024-05-27,2024-11-23,False
205,725,9,2025-05-03,2025-08-01,False
206,2224,7,2024-02-21,2024-07-20,False
207,2702,12,2024-06-14,2025-05-10,False
208,1161,12,2025-06-24,2025-08-23,False
209,359,13,2022-08-01,2022-09-30,False
210,2661,1,2025-06-16,2026-01-12,True
211,425,8,2025-07-01,2026-03-28,True
212,409,11,2024-06-28,2025-03-25,False
213,2381,13,2022-03-08,2023-02-01,False
214,1188,14,2024-05-11,2024-09-08,False
215,913,13,2024-07-20,2025-04-16,False
216,1561,2,2023-02-05,2023-10-03,False
217,510,6,2024-08-08,2025-03-06,False
218,2642,12,2024-03-21,2024-04-20,False
219,1535,13,2023-04-04,2023-12-30,False
220,1162,5,2023-06-26,2023-11-23,False
221,1699,11,2023-05-10,2023-06-09,False
222,1699,1,2022-02-01,2022-03-03,False
223,629,13,2024-02-06,2024-11-02,False
224,2458,6,2023-11-18,2024-02-16,False
225,2344,7,2023-05-11,2024-02-05,False
226,1604,4,2025-06-16,2026-05-12,True
227,1612,14,2022-04-16,2023-02-10,False
228,1758,3,2025-07-27,2026-02-22,True
229,2983,3,2024-04-05,2024-10-02,False
230,2119,3,2024-06-14,2024-10-12,False
231,408,12,2022-09-16,2023-06-13,False
232,485,11,2025-03-27,2025-10-23,True
233,2570,15,2023-06-17,2024-03-13,False
234,652,6,2023-02-22,2023-04-23,False
235,383,1,2024-06-14,2024-07-14,False
236,2576,13,2025-04-30,2025-07-29,False
237,114,10,2025-01-18,2025-03-19,False
238,2343,7,2022-02-21,2023-02-16,False
239,535,8,2025-07-23,2026-06-18,True
240,1467,3,2023-05-06,2024-03-31,False
241,909,5,2023-02-01,2023-10-29,False
242,1005,12,2024-02-14,2024-07-13,False
243,2701,1,2023-07-18,2023-09-16,False
244,589,11,2022-02-17,2023-01-13,False
245,2374,14,2022-07-31,2022-09-29,False
246,1881,15,2025-05-05,2025-07-04,False
247,439,3,2023-08-02,2023-12-30,False
248,740,2,2022-06-08,2023-02-03,False
249,1481,15,2023-03-02,2023-09-28,False
250,413,8,2022-02-14,2022-09-12,False
251,302,8,2025-07-05,2025-09-03,True
252,862,11,2024-05-09,2024-12-05,False
253,1285,11,2024-07-12,2024-10-10,False
254,737,5,2022-01-21,2022-04-21,False
255,2702,10,2025-07-16,2026-05-12,True
256,129,2,2023-12-04,2024-06-01,False
257,1983,10,2025-05-13,2026-02-07,True
258,21,3,2024-12-04,2025-11-29,True
259,1043,15,2022-09-07,2023-01-05,False
260,2483,1,2025-01-02,2025-02-01,False
261,2122,9,2022-11-09,2023-03-09,False
262,1495,2,2023-03-21,2023-04-20,False
263,1342,3,2023-03-27,2023-05-26,False
264,2981,12,2022-09-17,2023-02-14,False
265,1121,8,2023-02-13,2023-04-14,False
266,1428,12,2025-02-03,2025-12-30,True
267,1206,8,2024-10-12,2025-05-10,False
268,2100,7,2023-01-31,2023-06-30,False
269,709,4,2023-07-30,2024-02-25,False
270,422,10,2025-04-18,2025-09-15,True
271,679,13,2023-02-26,2024-02-21,False
272,1999,7,2024-07-02,2025-01-28,False
273,2443,12,2023-07-11,2024-01-07,False
274,2552,2,2025-05-28,2025-12-24,True
275,1759,4,2025-03-07,2025-09-03,True
276,1532,15,2025-07-19,2025-09-17,True
277,1841,3,2022-03-11,2022-12-06,False
278,1037,10,2024-04-19,2024-09-16,False
279,2474,14,2025-08-14,2026-05-11,True
280,1443,7,2022-03-03,2022-05-02,False
281,737,13,2023-10-23,2024-05-20,False
282,762,6,2023-05-18,2023-07-17,False
283,882,11,2024-02-01,2024-07-30,False
284,595,13,2023-10-06,2023-12-05,False
285,40,6,2022-01-23,2023-01-18,False
286,1348,4,2024-08-11,2025-06-07,False
287,1318,15,2023-04-22,2024-01-17,False
288,272,7,2023-08-04,2024-05-30,False
289,870,9,2023-03-22,2023-05-21,False
290,2298,5,2025-05-29,2026-04-24,True
291,307,10,2025-08-16,2026-03-14,True
292,2795,13,2024-06-10,2024-12-07,False
293,1312,4,2023-02-08,2023-03-10,False
294,2024,8,2022-04-06,2022-09-03,False
295,1726,2,2022-09-12,2023-05-10,False
296,701,10,2023-11-01,2024-08-27,False
297,1569,4,2025-03-26,2025-04-25,False
298,1168,1,2025-08-11,2026-06-07,True
299,20,15,2024-08-03,2024-12-31,False
300,537,14,2024-04-04,2024-05-04,False
301,2186,15,2024-12-16,2025-01-15,False
302,1382,11,2022-02-03,2022-04-04,False
303,1925,2,2024-04-30,2025-04-25,False
304,1233,5,2023-10-12,2024-04-09,False
305,1640,2,2025-02-13,2025-08-12,False
306,2023,10,2022-04-07,2022-11-03,False
307,1223,12,2024-07-19,2025-03-16,False
308,2626,15,2022-09-06,2023-03-05,False
309,2532,2,2022-03-01,2022-06-29,False
310,196,14,2022-01-22,2022-04-22,False
311,431,6,2024-06-11,2024-10-09,False
312,698,2,2023-01-27,2024-01-22,False
313,1511,14,2025-01-05,2025-02-04,False
314,2820,14,2022-04-18,2022-09-15,False
315,177,2,2022-04-09,2022-09-06,False
316,308,5,2023-11-06,2024-10-31,False
317,2510,13,2024-02-17,2024-07-16,False
318,2862,3,2022-10-10,2023-08-06,False
319,1888,2,2022-09-16,2023-03-15,False
320,607,13,2025-04-11,2025-11-07,True
321,2609,8,2022-09-08,2023-06-05,False
322,2162,4,2025-03-29,2025-11-24,True
323,2709,8,2023-07-29,2024-01-25,False
324,2994,8,2023-04-08,2023-06-07,False
325,1081,13,2023-08-30,2024-08-24,False
326,340,6,2025-02-17,2025-06-17,False
327,2702,11,2023-02-26,2024-02-21,False
328,320,2,2024-10-09,2024-11-08,False
329,871,1,2023-03-19,2023-11-14,False
330,1578,4,2024-09-25,2024-11-24,False
331,1395,4,2025-04-24,2026-01-19,True
332,2106,14,2023-10-04,2024-03-02,False
333,2903,8,2022-11-12,2023-08-09,False
334,433,15,2022-09-24,2023-01-22,False
335,1490,7,2024-07-15,2025-05-11,False
336,2104,4,2024-03-30,2024-07-28,False
337,282,5,2024-05-16,2024-08-14,False
338,2811,5,2025-03-28,2026-02-21,True
339,419,3,2024-08-02,2024-10-01,False
340,452,4,2022-02-03,2022-10-01,False
341,767,5,2022-02-28,2022-10-26,False
342,2712,9,2024-07-16,2025-01-12,False
343,1088,2,2025-02-01,2025-04-02,False
344,1452,7,2023-03-11,2023-06-09,False
345,1626,9,2024-06-01,2025-02-26,False
346,1367,1,2024-06-22,2024-11-19,False
347,1515,2,2022-04-11,2023-03-07,False
348,1567,12,2024-05-15,2024-09-12,False
349,1205,4,2024-04-04,2024-07-03,False
350,2434,5,2024-12-20,2025-10-16,True
351,2022,9,2024-06-06,2024-08-05,False
352,2791,1,2025-08-16,2025-12-14,True
353,455,4,2022-08-24,2022-09-23,False
354,147,10,2023-06-30,2023-10-28,False
355,270,9,2022-07-26,2022-12-23,False
356,928,15,2025-06-24,2026-06-19,True
357,2933,7,2024-03-13,2024-10-09,False
358,415,4,2023-07-04,2024-02-29,False
359,843,3,2023-02-21,2023-08-20,False
360,2609,5,2025-05-06,2025-10-03,True
361,13,2,2023-01-15,2023-10-12,False
362,2870,10,2024-09-03,2025-08-29,False
363,1251,14,2023-05-04,2023-08-02,False
364,1291,11,2022-05-23,2022-08-21,False
365,768,6,2024-07-21,2024-10-19,False
366,53,11,2024-08-29,2025-03-27,False
367,1369,1,2022-12-30,2023-05-29,False
368,316,3,2022-01-20,2022-11-16,False
369,1443,8,2025-04-09,2025-05-09,False
370,2001,14,2023-05-22,2024-01-17,False
371,449,1,2022-02-05,2022-12-02,False
372,2786,5,2023-04-13,2024-01-08,False
373,2061,3,2022-10-28,2022-12-27,False
374,410,5,2023-11-19,2024-07-16,False
375,2010,12,2023-12-20,2024-09-15,False
376,1055,11,2024-09-23,2025-02-20,False
377,1493,8,2022-01-28,2022-07-27,False
378,1234,12,2023-11-15,2024-08-11,False
379,2720,14,2025-05-05,2025-12-31,True
380,462,5,2024-11-29,2025-11-24,True
381,2621,1,2022-10-30,2023-05-28,False
382,903,11,2022-10-18,2023-04-16,False
383,2040,1,2023-05-16,2024-03-11,False
384,2851,7,2024-01-07,2024-05-06,False
385,366,4,2024-02-13,2025-01-08,False
386,443,5,2025-07-07,2026-06-02,True
387,2232,15,2024-07-09,2025-04-05,False
388,717,5,2023-12-16,2024-06-13,False
389,1602,10,2024-05-04,2024-10-01,False
390,1267,4,2022-03-26,2023-01-20,False
391,2131,12,2023-12-05,2024-09-30,False
392,504,7,2024-07-20,2025-05-16,False
393,1422,5,2022-08-14,2022-09-13,False
394,2044,15,2022-10-29,2023-06-26,False
395,2790,3,2024-12-07,2025-05-06,False
396,2556,9,2022-11-30,2023-04-29,False
397,1995,5,2022-05-13,2022-10-10,False
398,64,8,2022-03-25,2022-07-23,False
399,1160,14,2025-04-29,2025-06-28,False
400,218,8,2023-09-19,2023-10-19,False
401,1763,6,2022-01-02,2022-02-01,False
402,1030,3,2023-12-19,2024-05-17,False
403,2057,11,2025-02-22,2025-05-23,False
404,353,12,2023-07-09,2023-10-07,False
405,806,7,2025-04-13,2025-06-12,False
406,1192,4,2022-03-07,2022-11-02,False
407,1453,4,2025-07-28,2026-02-23,True
408,1731,7,2022-07-20,2022-12-17,False
409,1238,10,2023-09-29,2023-12-28,False
410,2310,7,2023-10-23,2024-08-18,False
411,571,11,2023-02-13,2023-07-13,False
412,556,7,2025-02-09,2025-06-09,False
413,1234,5,2022-06-25,2022-11-22,False
414,2322,15,2025-07-10,2026-03-07,True
415,2236,3,2024-02-09,2024-09-06,False
416,394,3,2024-12-14,2025-08-11,False
417,2844,6,2024-10-28,2025-09-23,True
418,2919,6,2024-08-17,2025-02-13,False
419,1752,8,2024-05-11,2024-12-07,False
420,1890,1,2025-02-18,2025-03-20,False
421,1725,2,2022-10-15,2023-08-11,False
422,1239,13,2023-05-12,2024-03-07,False
423,2098,6,2022-09-18,2023-07-15,False
424,2226,15,2025-03-04,2025-08-01,False
425,220,13,2024-03-15,2024-06-13,False
426,1651,11,2022-01-13,2022-09-10,False
427,2122,8,2022-04-22,2022-06-21,False
428,225,5,2025-08-23,2025-10-22,True
429,1366,10,2022-07-19,2022-12-16,False
430,2317,8,2023-11-10,2023-12-10,False
431,498,12,2025-04-12,2026-03-08,True
432,2093,12,2022-04-19,2023-04-14,False
433,840,9,2022-10-23,2023-07-20,False
434,2029,3,2023-04-03,2024-02-27,False
435,2621,14,2022-11-13,2023-04-12,False
436,2574,5,2022-01-14,2022-09-11,False
437,2555,12,2023-02-16,2023-04-17,False
438,276,1,2022-11-10,2023-09-06,False
439,496,9,2022-07-18,2022-11-15,False
440,837,2,2024-08-28,2024-09-27,False
441,2072,8,2024-03-11,2024-04-10,False
442,499,5,2024-04-08,2024-12-04,False
443,754,14,2023-04-27,2024-01-22,False
444,1067,14,2025-06-08,2026-05-04,True
445,1799,14,2025-06-17,2025-08-16,False
446,1771,3,2025-07-26,2025-08-25,False
447,757,3,2023-05-08,2023-08-06,False
448,2096,12,2025-01-24,2025-05-24,False
449,1951,8,2023-08-17,2024-01-14,False
450,2735,2,2025-04-20,2025-12-16,True
451,1505,11,2023-07-18,2024-02-13,False
452,1581,12,2022-08-08,2023-04-05,False
453,1708,14,2024-05-20,2024-08-18,False
454,115,5,2024-07-25,2024-09-23,False
455,2312,7,2022-01-23,2022-11-19,False
456,1241,1,2025-08-14,2026-07-10,True
457,2692,10,2024-06-29,2024-07-29,False
458,1453,3,2024-08-16,2025-08-11,False
459,1878,5,2022-01-19,2022-04-19,False
460,1466,9,2024-10-27,2025-02-24,False
461,1429,15,2024-12-11,2025-07-09,False
462,2102,2,2022-12-24,2023-11-19,False
463,621,6,2025-02-27,2025-08-26,False
464,1883,12,2022-10-14,2023-03-13,False
465,2697,5,2024-03-17,2024-05-16,False
466,2643,8,2024-02-11,2024-10-08,False
467,2482,11,2023-01-05,2023-11-01,False
468,2903,15,2024-11-04,2025-09-30,True
469,2153,5,2022-09-23,2023-09-18,False
470,1328,10,2025-04-04,2025-10-01,True
471,2395,10,2024-04-06,2024-06-05,False
472,185,1,2022-11-22,2023-03-22,False
473,396,11,2022-08-06,2023-04-03,False
474,2783,8,2023-10-25,2024-02-22,False
475,970,2,2022-12-23,2023-12-18,False
476,1574,13,2024-05-10,2024-07-09,False
477,254,10,2023-05-28,2023-07-27,False
478,154,14,2022-05-30,2023-01-25,False
479,1534,10,2025-07-16,2025-08-15,False
480,713,6,2022-08-09,2023-08-04,False
481,1842,7,2022-09-30,2023-08-26,False
482,2351,9,2023-02-14,2023-06-14,False
483,1035,8,2024-06-15,2025-05-11,False
484,1172,4,2023-02-17,2024-02-12,False
485,664,7,2024-12-18,2025-04-17,False
486,353,10,2022-02-19,2023-01-15,False
487,2739,2,2023-02-21,2023-03-23,False
488,576,15,2022-01-11,2022-07-10,False
489,1672,10,2025-01-24,2025-03-25,False
490,1396,3,2025-08-08,2026-05-05,True
491,2033,4,2023-03-01,2023-12-26,False
492,1941,9,2023-12-23,2024-06-20,False
493,2534,15,2025-02-18,2025-05-19,False
494,276,8,2024-05-25,2025-04-20,False
495,1541,14,2022-05-26,2023-03-22,False
496,321,3,2024-11-25,2025-04-24,False
497,414,2,2024-10-18,2025-02-15,False
498,211,10,2025-01-12,2025-07-11,False
499,93,4,2023-08-17,2024-01-14,False
500,1600,12,2024-01-03,2024-03-03,False
501,647,5,2022-06-03,2023-02-28,False
502,2357,4,2024-11-26,2025-09-22,True
503,2049,5,2024-03-28,2025-01-22,False
504,233,9,2022-08-16,2023-06-12,False
505,1930,15,2023-06-23,2024-05-18,False
506,123,1,2023-11-24,2024-06-21,False
507,1069,4,2023-11-17,2023-12-17,False
508,571,4,2025-01-25,2026-01-20,True
509,1351,15,2022-05-08,2022-09-05,False
510,2022,2,2025-02-28,2025-12-25,True
511,2880,14,2022-03-14,2022-09-10,False
512,290,7,2025-05-10,2026-05-05,True
513,2509,15,2022-06-15,2023-03-12,False
514,1962,3,2023-07-09,2024-07-03,False
515,171,2,2022-03-14,2022-11-09,False
516,2080,4,2025-08-24,2026-02-20,True
517,1768,8,2023-09-14,2024-01-12,False
518,88,15,2022-04-24,2022-05-24,False
519,804,9,2025-05-30,2025-12-26,True
520,2794,11,2022-02-07,2022-11-04,False
521,1975,1,2024-03-03,2024-09-29,False
522,2849,3,2024-05-30,2025-05-25,False
523,1749,9,2022-10-10,2022-12-09,False
524,1794,2,2025-06-14,2025-12-11,True
525,1441,4,2023-12-04,2024-07-01,False
526,238,4,2023-04-21,2023-06-20,False
527,2411,1,2023-04-11,2023-11-07,False
528,2197,10,2022-04-04,2022-05-04,False
529,2949,4,2022-04-27,2022-06-26,False
530,233,3,2024-06-17,2024-09-15,False
531,1158,1,2023-10-06,2024-04-03,False
532,2468,11,2023-05-16,2023-10-13,False
533,532,10,2024-03-25,2024-11-20,False
534,2694,2,2022-06-07,2022-08-06,False
535,1025,9,2023-02-26,2023-10-24,False
536,2889,12,2024-01-02,2024-05-01,False
537,1817,12,2023-09-12,2024-03-10,False
538,2259,5,2025-08-31,2025-12-29,True
539,2158,15,2023-07-02,2023-12-29,False
540,2859,9,2024-10-28,2024-12-27,False
541,222,6,2024-04-21,2025-04-16,False
542,2548,8,2023-07-27,2023-09-25,False
543,834,15,2022-10-08,2023-07-05,False
544,945,5,2025-02-06,2025-06-06,False
545,503,6,2022-10-18,2022-11-17,False
546,963,12,2024-06-20,2025-05-16,False
547,1859,2,2022-02-13,2022-10-11,False
548,139,5,2023-07-24,2024-05-19,False
549,1574,5,2022-06-23,2022-07-23,False
550,1144,14,2025-06-02,2025-12-29,True
551,2029,1,2024-02-23,2024-09-20,False
552,1819,1,2023-04-05,2023-08-03,False
553,1554,3,2024-06-01,2025-02-26,False
554,215,11,2023-09-17,2023-10-17,False
555,2219,13,2023-12-14,2024-01-13,False
556,2494,13,2023-11-20,2024-04-18,False
557,2421,4,2022-02-26,2022-08-25,False
558,2973,14,2025-06-26,2026-01-22,True
559,1752,13,2022-04-27,2022-06-26,False
560,2267,7,2023-08-12,2024-05-08,False
561,1899,7,2025-03-18,2026-03-13,True
562,2328,13,2024-11-28,2025-04-27,False
563,666,7,2024-08-15,2025-08-10,False
564,976,3,2022-02-01,2022-07-01,False
565,2796,5,2022-06-25,2022-10-23,False
566,2224,5,2023-11-23,2024-09-18,False
567,1617,1,2025-06-14,2025-11-11,True
568,1482,5,2023-05-29,2024-04-23,False
569,2491,1,2022-09-12,2023-02-09,False
570,2329,11,2023-10-20,2024-03-18,False
571,733,8,2024-08-05,2024-09-04,False
572,1802,1,2024-08-13,2024-09-12,False
573,1470,8,2025-07-30,2026-04-26,True
574,893,7,2022-04-30,2023-02-24,False
575,326,5,2025-06-03,2026-02-28,True
576,1287,2,2024-06-21,2024-09-19,False
577,1057,13,2023-07-20,2023-12-17,False
578,2028,3,2023-04-11,2024-03-06,False
579,715,3,2025-06-19,2026-05-15,True
580,204,4,2022-08-23,2023-07-19,False
581,158,3,2024-11-03,2025-07-01,False
582,2376,6,2022-03-27,2022-12-22,False
583,2939,4,2022-05-05,2023-04-30,False
584,1062,5,2022-02-03,2022-12-30,False
585,1448,9,2022-04-02,2023-01-27,False
586,962,6,2022-08-12,2022-10-11,False
587,2077,8,2022-08-20,2023-05-17,False
588,318,4,2023-02-22,2023-08-21,False
589,2337,6,2024-05-01,2024-06-30,False
590,2630,7,2023-08-03,2023-11-01,False
591,102,6,2025-05-28,2025-11-24,True
592,1373,7,2025-08-28,2026-02-24,True
593,1928,5,2025-06-27,2025-07-27,False
594,657,6,2022-04-02,2022-08-30,False
595,615,15,2025-04-25,2025-05-25,False
596,436,10,2023-03-10,2023-09-06,False
597,2093,12,2024-11-06,2025-09-02,True
598,2920,6,2023-03-17,2023-10-13,False
599,2387,1,2022-11-04,2023-06-02,False
600,2660,2,2022-06-08,2022-10-06,False
601,2316,9,2025-03-22,2026-02-15,True
602,2246,12,2024-05-06,2025-01-31,False
603,497,14,2024-12-16,2025-01-15,False
604,2487,8,2024-12-10,2025-09-06,True
605,1807,6,2023-07-06,2023-11-03,False
606,2357,5,2023-05-15,2023-11-11,False
607,996,13,2024-01-12,2024-05-11,False
608,1868,6,2022-08-25,2023-08-20,False
609,988,8,2024-04-19,2024-10-16,False
610,327,6,2025-02-21,2025-11-18,True
611,314,15,2024-01-12,2024-12-07,False
612,1984,10,2023-04-17,2023-12-13,False
613,1716,4,2025-03-12,2025-06-10,False
614,2203,4,2024-04-14,2025-03-10,False
615,2396,11,2022-10-10,2023-08-06,False
616,1067,13,2023-08-11,2024-02-07,False
